Serial Number,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
2360,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2361,1,No,Yes,Yes,Purchased the book,Yes,No
2362,1,Yes,No,No,Purchased the book,Yes,No
2363,1,No,Yes,No,Purchased the book,No,No
2364,1,Yes,No,No,Purchased the book,Yes,Yes
2365,1,Yes,No,No,Purchased the book,Yes,Yes
2366,1,Yes,No,No,Got the book some other way,Yes,No
2367,1,Yes,No,No,Got the book some other way,No,No
2368,1,No,Yes,No,Borrowed the book from a library,Yes,No
2369,1,Yes,No,No,Borrowed the book from a friend or family member,No,No
2370,1,Yes,No,No,Borrowed the book from a library,Yes,No
2371,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2372,1,No,No,No,8,No,No
2373,1,Yes,No,No,Purchased the book,Yes,Yes
2374,1,No,No,No,Borrowed the book from a friend or family member,No,No
2375,1,Yes,Yes,No,Borrowed the book from a library,No,Yes
2376,1,Yes,No,No,Purchased the book,Yes,No
2377,1,Yes,Yes,No,Purchased the book,No,No
2378,1,Yes,No,No,Got the book some other way,Yes,Yes
2379,1,Yes,No,No,Got the book some other way,Yes,No
2380,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2381,1,Yes,No,Don’t know,Borrowed the book from a friend or family member,Yes,Yes
2382,1,Yes,No,No,Purchased the book,Yes,Yes
2383,1,No,No,No,9,Yes,No
2384,1,Yes,No,No,Borrowed the book from a friend or family member,No,No
2385,1,Yes,No,No,8,No,No
2386,1,Yes,Yes,No,Borrowed the book from a library,Yes,No
2387,1,Yes,No,No,Borrowed the book from a library,Yes,No
2388,1,Yes,No,No,8,Yes,Yes
2389,1,Yes,Yes,No,Purchased the book,Yes,Yes
2390,1,Yes,Yes,No,Borrowed the book from a library,Yes,No
2391,1,Yes,No,No,Purchased the book,No,No
2392,1,Yes,No,No,Purchased the book,No,Yes
2393,1,Yes,No,No,Borrowed the book from a friend or family member,No,No
2394,1,Yes,No,No,Purchased the book,Yes,Yes
2395,1,Yes,No,No,Purchased the book,Yes,No
2396,1,Yes,No,No,Purchased the book,No,No
2397,1,Yes,No,No,Borrowed the book from a library,No,Yes
2398,1,Yes,No,No,Purchased the book,Yes,No
2399,1,Yes,Yes,No,Purchased the book,Yes,Yes
2400,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2401,1,Yes,No,No,Got the book some other way,No,No
2402,1,Yes,No,No,Purchased the book,No,Yes
2403,1,Yes,No,No,Borrowed the book from a friend or family member,No,No
2404,1,Yes,Yes,No,Borrowed the book from a library,No,No
2405,1,Yes,No,Yes,Purchased the book,Yes,Yes
2406,1,Yes,Yes,Yes,Borrowed the book from a library,No,No
2407,1,Yes,No,No,Borrowed the book from a library,No,No
2408,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2409,1,Yes,No,No,Borrowed the book from a library,No,No
2410,1,Yes,No,No,Purchased the book,No,Yes
2411,1,Yes,No,No,Got the book some other way,No,No
2412,1,Yes,No,No,Purchased the book,Yes,No
2413,1,Yes,No,No,Purchased the book,No,No
2414,1,Yes,No,No,Borrowed the book from a library,No,No
2415,1,Yes,No,Yes,Got the book some other way,Yes,Yes
2416,1,No,No,Yes,Got the book some other way,No,No
2417,1,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
2418,1,Yes,No,No,Purchased the book,Yes,Yes
2419,1,Yes,No,No,8,No,No
2420,1,Yes,No,No,Got the book some other way,Yes,Yes
2421,1,No,No,Yes,Purchased the book,Yes,No
2422,1,No,No,No,Got the book some other way,No,No
2423,1,Yes,No,No,Got the book some other way,Yes,No
2424,1,No,Yes,Yes,Purchased the book,Yes,No
2425,1,Yes,No,No,Got the book some other way,No,No
2426,1,Yes,No,No,Purchased the book,No,No
2427,1,Yes,No,No,Purchased the book,No,No
2428,1,No,No,Yes,Purchased the book,Yes,Yes
2429,1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2430,1,Yes,Yes,No,Purchased the book,No,No
2431,1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2432,1,No,Yes,Don’t know,Got the book some other way,Yes,Yes
2433,1,Yes,No,No,Got the book some other way,No,No
2434,1,Yes,No,No,Got the book some other way,No,Yes
2435,1,Don’t know,No,No,Borrowed the book from a library,No,No
2436,1,Yes,No,No,Borrowed the book from a library,No,Yes
2437,1,Yes,No,No,Borrowed the book from a friend or family member,No,No
2438,1,Yes,No,No,Purchased the book,No,No
2439,1,Yes,No,No,Borrowed the book from a library,No,No
2440,1,No,No,No,Got the book some other way,Yes,No
2441,1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2442,1,Yes,No,No,Borrowed the book from a library,No,No
2443,0,,,,,Yes,No
2444,0,,,,,No,No
2445,0,,,,,Yes,No
2446,0,,,,,No,No
2447,0,,,,,No,No
2448,0,,,,,No,No
2449,0,,,,,No,No
2450,0,,,,,Yes,Yes
2451,0,,,,,No,No
2452,0,,,,,Yes,No
2453,0,,,,,No,Yes
2454,0,,,,,No,Yes
2455,0,,,,,No,No
2456,0,,,,,Yes,Yes
2457,0,,,,,Yes,No
2458,0,,,,,Yes,Yes
2459,0,,,,,No,No
2460,0,,,,,Yes,Yes
2461,0,,,,,No,No
2462,0,,,,,No,No
2463,0,,,,,Yes,Yes
2464,0,,,,,No,No
2465,0,,,,,No,No
2466,0,,,,,Yes,No
2467,0,,,,,Yes,No
2468,0,,,,,No,No
2469,0,,,,,No,Yes
2470,0,,,,,No,No
2471,0,,,,,No,No
2472,0,,,,,No,No
2473,0,,,,,No,No
2474,0,,,,,Yes,Yes
2475,0,,,,,No,No
2476,0,,,,,No,No
2477,0,,,,,No,No
2478,0,,,,,No,No
2479,0,,,,,Yes,Yes
2480,0,,,,,No,No
2481,0,,,,,Yes,No
2482,0,,,,,No,No
2483,0,,,,,Yes,No
2484,0,,,,,Yes,No
2485,0,,,,,No,No
2486,0,,,,,Yes,No
2487,0,,,,,No,No
2488,0,,,,,Yes,No
2489,0,,,,,Yes,No
2490,0,,,,,No,No
2491,0,,,,,No,No
2492,0,,,,,Yes,No
2493,0,,,,,Yes,No
2494,0,,,,,No,No
2495,0,,,,,Yes,No
2496,0,,,,,No,No
2497,0,,,,,Yes,No
2498,0,,,,,Yes,No
2499,0,,,,,Yes,Yes
2500,0,,,,,No,Yes
2501,0,,,,,Yes,No
2502,0,,,,,Yes,Yes
2503,0,,,,,No,No
2504,0,,,,,Yes,Yes
2505,0,,,,,No,No
2506,0,,,,,Yes,No
2507,0,,,,,No,Yes
2508,0,,,,,No,No
2509,0,,,,,No,No
2510,0,,,,,Yes,No
2511,0,,,,,Yes,Yes
2512,0,,,,,No,No
2513,0,,,,,Yes,No
2514,0,,,,,Yes,No
2515,0,,,,,Yes,No
2516,0,,,,,No,No
2517,0,,,,,Yes,No
2518,0,,,,,No,No
2519,0,,,,,Yes,No
2520,0,,,,,No,No
2521,0,,,,,Yes,Yes
2522,0,,,,,No,No
2523,0,,,,,Yes,Yes
2524,0,,,,,Yes,Yes
2525,0,,,,,Yes,Yes
2526,0,,,,,Yes,Yes
2527,0,,,,,No,No
2528,0,,,,,No,No
2529,0,,,,,No,No
2530,0,,,,,Yes,No
2531,0,,,,,No,No
2532,0,,,,,No,Yes
2533,0,,,,,No,No
2534,0,,,,,Yes,No
2535,0,,,,,No,No
2536,0,,,,,Yes,No
2537,0,,,,,No,No
2538,0,,,,,No,No
2539,0,,,,,Yes,No
2540,0,,,,,Yes,Yes
2541,0,,,,,No,No
2542,0,,,,,No,No
2543,0,,,,,No,No
2544,0,,,,,Yes,Yes
2545,0,,,,,Yes,Yes
2546,0,,,,,Yes,No
2547,0,,,,,No,No
2548,0,,,,,Yes,Yes
2549,0,,,,,Yes,No
2550,0,,,,,Yes,Yes
2551,0,,,,,Yes,No
2552,0,,,,,Yes,Yes
2553,0,,,,,Yes,No
2554,0,,,,,No,No
2555,0,,,,,Yes,No
2556,0,,,,,No,No
2557,0,,,,,Yes,No
2558,0,,,,,Yes,No
2559,0,,,,,No,No
2560,0,,,,,Yes,Yes
2561,0,,,,,No,No
2562,0,,,,,Yes,No
2563,0,,,,,No,Yes
2564,0,,,,,Yes,Yes
2565,0,,,,,Yes,Yes
2566,0,,,,,Yes,No
2567,0,,,,,No,No
2568,0,,,,,Yes,No
2569,0,,,,,Yes,No
2570,0,,,,,Yes,Yes
2571,0,,,,,Yes,No
2572,0,,,,,Yes,Yes
2573,0,,,,,Yes,Yes
2574,0,,,,,Yes,No
2575,0,,,,,Yes,No
2576,0,,,,,Yes,No
2577,0,,,,,Yes,No
2578,0,,,,,Yes,No
2579,0,,,,,Yes,No
2580,0,,,,,Yes,No
2581,0,,,,,No,No
2582,0,,,,,Yes,Yes
2583,0,,,,,No,No
2584,0,,,,,No,No
2585,0,,,,,Yes,No
2586,0,,,,,Yes,No
2587,0,,,,,No,No
2588,0,,,,,Yes,No
2589,0,,,,,Yes,No
2590,0,,,,,Yes,Yes
2591,0,,,,,Yes,Yes
2592,0,,,,,Yes,No
2593,0,,,,,No,No
2594,0,,,,,Yes,No
2595,0,,,,,Yes,Yes
2596,0,,,,,Yes,No
2597,0,,,,,Yes,Yes
2598,0,,,,,No,No
2599,0,,,,,Yes,No
2600,0,,,,,Yes,Yes
2601,0,,,,,No,No
2602,0,,,,,No,No
2603,0,,,,,Yes,No
2604,0,,,,,No,No
2605,0,,,,,Yes,No
2606,0,,,,,No,No
2607,0,,,,,No,No
2608,0,,,,,Yes,No
2609,0,,,,,Yes,No
2610,0,,,,,No,No
2611,0,,,,,Yes,No
2612,0,,,,,Yes,No
2613,0,,,,,No,No
2614,0,,,,,No,No
2615,0,,,,,Yes,No
2616,0,,,,,No,No
2617,0,,,,,No,Yes
2618,0,,,,,No,Yes
2619,0,,,,,Yes,No
2620,0,,,,,Yes,No
2621,0,,,,,Yes,No
2622,0,,,,,Yes,No
2623,0,,,,,Yes,No
2624,0,,,,,Yes,No
2625,0,,,,,Yes,Yes
2626,0,,,,,Yes,Yes
2627,0,,,,,Yes,No
2628,0,,,,,No,No
2629,0,,,,,Yes,Yes
2630,0,,,,,Yes,No
2631,0,,,,,No,No
2632,0,,,,,Yes,Yes
2633,0,,,,,Yes,No
2634,0,,,,,Yes,Yes
2635,0,,,,,No,No
2636,0,,,,,Yes,Yes
2637,0,,,,,No,No
2638,0,,,,,No,No
2639,0,,,,,Yes,Yes
2640,0,,,,,No,No
2641,0,,,,,Yes,Yes
2642,0,,,,,Yes,Yes
2643,0,,,,,Yes,No
2644,0,,,,,Yes,No
2645,0,,,,,No,No
2646,0,,,,,No,No
2647,0,,,,,No,No
2648,0,,,,,No,No
2649,0,,,,,Yes,Yes
2650,0,,,,,Yes,Yes
2651,0,,,,,No,No
2652,0,,,,,Yes,Yes
2653,0,,,,,Yes,No
2654,0,,,,,Yes,Yes
2655,0,,,,,Yes,No
2656,0,,,,,No,No
2657,0,,,,,Yes,Yes
2658,0,,,,,Yes,No
2659,0,,,,,Yes,No
2660,0,,,,,No,No
2661,0,,,,,Yes,No
2662,0,,,,,No,Yes
2663,0,,,,,No,No
2664,0,,,,,Yes,Yes
2665,0,,,,,No,No
2666,0,,,,,No,No
2667,0,,,,,Yes,Yes
2668,0,,,,,Yes,Yes
2669,0,,,,,Yes,No
2670,0,,,,,No,No
2671,0,,,,,Yes,Yes
2672,0,,,,,Yes,No
2673,0,,,,,No,No
2674,0,,,,,Yes,Yes
2675,0,,,,,No,No
2676,0,,,,,Yes,Yes
2677,0,,,,,No,No
2678,0,,,,,No,No
2679,0,,,,,Yes,No
2680,0,,,,,Yes,No
2681,0,,,,,No,No
2682,0,,,,,Yes,No
2683,0,,,,,No,No
2684,0,,,,,No,No
2685,0,,,,,Yes,Yes
2686,0,,,,,No,No
2687,0,,,,,No,No
2688,0,,,,,Yes,No
2689,0,,,,,Yes,No
2690,0,,,,,No,No
2691,0,,,,,Yes,Yes
2692,0,,,,,No,No
2693,0,,,,,Yes,No
2694,0,,,,,No,Yes
2695,0,,,,,No,No
2696,0,,,,,Yes,No
2697,0,,,,,No,Yes
2698,0,,,,,Yes,No
2699,0,,,,,Yes,Yes
2700,0,,,,,Yes,No
2701,0,,,,,No,No
2702,0,,,,,Yes,Yes
2703,0,,,,,Yes,Yes
2704,0,,,,,No,No
2705,0,,,,,Yes,No
2706,0,,,,,No,No
2707,0,,,,,No,No
2708,0,,,,,Yes,No
2709,0,,,,,No,No
2710,0,,,,,No,Yes
2711,0,,,,,Yes,Yes
2712,0,,,,,Yes,No
2713,0,,,,,Yes,No
2714,0,,,,,No,No
2715,0,,,,,No,No
2716,0,,,,,No,Yes
2717,0,,,,,Yes,No
2718,0,,,,,Yes,No
2719,0,,,,,Yes,Yes
2720,0,,,,,No,No
2721,0,,,,,Yes,No
2722,0,,,,,No,No
2723,0,,,,,Yes,No
2724,0,,,,,Yes,Yes
2725,0,,,,,Yes,No
2726,0,,,,,No,Yes
2727,0,,,,,No,No
2728,0,,,,,No,No
2729,0,,,,,Yes,No
2730,0,,,,,Yes,No
2731,0,,,,,No,No
2732,0,,,,,No,No
2733,0,,,,,Yes,No
2734,0,,,,,Yes,Yes
2735,0,,,,,No,No
2736,0,,,,,No,No
2737,0,,,,,No,No
2738,0,,,,,No,No
2739,0,,,,,No,Yes
2740,0,,,,,Yes,No
2741,0,,,,,Yes,Yes
2742,0,,,,,No,No
2743,0,,,,,Yes,No
2744,0,,,,,Yes,No
2745,0,,,,,No,No
2746,0,,,,,Yes,No
2747,0,,,,,No,No
2748,0,,,,,Yes,Yes
2749,0,,,,,Yes,No
2750,0,,,,,No,No
2751,0,,,,,No,No
2752,0,,,,,Yes,No
2753,0,,,,,Yes,Yes
2754,0,,,,,Yes,No
2755,0,,,,,Yes,No
2756,0,,,,,No,No
2757,0,,,,,No,No
2758,0,,,,,Yes,No
2759,0,,,,,No,No
2760,0,,,,,Yes,Yes
2761,0,,,,,No,No
2762,0,,,,,No,No
2763,0,,,,,No,No
2764,0,,,,,Yes,Yes
2765,0,,,,,No,No
2766,0,,,,,No,No
2767,0,,,,,No,No
2768,0,,,,,No,Yes
2769,0,,,,,No,No
2770,0,,,,,Yes,Yes
2771,0,,,,,Yes,Yes
2772,0,,,,,No,No
2773,0,,,,,Yes,No
2774,0,,,,,Yes,No
2775,0,,,,,No,No
2776,0,,,,,No,Yes
2777,0,,,,,No,No
2778,0,,,,,No,No
2779,0,,,,,Yes,Yes
2780,0,,,,,Yes,No
2781,0,,,,,No,No
2782,0,,,,,Yes,Yes
2783,0,,,,,No,No
2784,0,,,,,Yes,Yes
2785,0,,,,,Yes,No
2786,0,,,,,No,Yes
2787,0,,,,,No,No
2788,0,,,,,Yes,No
2789,0,,,,,No,No
2790,0,,,,,No,No
2791,0,,,,,No,Yes
2792,0,,,,,No,No
2793,0,,,,,No,No
2794,0,,,,,No,No
2795,0,,,,,Yes,Yes
2796,0,,,,,Yes,No
2797,0,,,,,No,Yes
2798,0,,,,,No,No
2799,0,,,,,No,Yes
2800,0,,,,,No,Yes
2801,0,,,,,No,No
2802,0,,,,,No,No
2803,0,,,,,No,Yes
2804,0,,,,,Yes,Yes
2805,0,,,,,No,No
2806,0,,,,,No,No
2807,0,,,,,No,No
2808,0,,,,,Yes,No
2809,0,,,,,Yes,No
2810,0,,,,,No,No
2811,0,,,,,No,No
2812,0,,,,,Yes,Yes
2813,0,,,,,Yes,No
2814,0,,,,,No,No
2815,0,,,,,No,No
2816,0,,,,,No,No
2817,0,,,,,No,No
2818,0,,,,,No,No
2819,0,,,,,No,No
2820,0,,,,,No,No
2821,0,,,,,No,No
2822,0,,,,,Yes,No
2823,0,,,,,No,No
2824,0,,,,,No,Yes
2825,0,,,,,No,Yes
2826,0,,,,,No,No
2827,0,,,,,No,No
2828,0,,,,,Yes,Yes
2829,0,,,,,Yes,No
2830,0,,,,,No,Yes
2831,0,,,,,No,No
2832,0,,,,,No,No
